track_id,title,permalink,permalink_url,created_at,last_modified,description,duration,full_duration,embeddable_by,genre,likes_count,commentable,comment_count,downloadable,download_count,user_id,license,sharing,tag_list,public,publisher_metadata-id,publisher_metadata-urn,publisher_metadata-artist,publisher_metadata-album_title,publisher_metadata-contains_music,publisher_metadata-writer_isrc,purchase_title,purchase_url,release_date,uri,artwork_url,display_date,state,track_format,waveform_url,track_authorization,monetization_model,policy
1154447023,Shoulder To Shoulder - Tim Douglass,shoulder-to-shoulder-tim-douglass,https://soundcloud.com/hillsong-church-london/shoulder-to-shoulder-tim-douglass,2021-11-05T15:12:34Z,2021-11-05T15:12:35Z,A Sunday message from Pastor Tim Douglass – we hope you are challenged & inspired!,2563997,2563997,all,Religion & Spirituality,2,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""tim douglass""",TRUE,1154447023,soundcloud:tracks:1154447023,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1154447023,https://i1.sndcdn.com/artworks-jU3jDyJz1uazJHJT-47RiLA-large.jpg,2021-11-05T15:12:34Z,finished,single-track,https://wave.sndcdn.com/lxlYn9ADzJm1_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1147573972,Piece By Piece - Tim Douglass,piece-by-piece-tim-douglass,https://soundcloud.com/hillsong-church-london/piece-by-piece-tim-douglass,2021-10-25T11:55:39Z,2021-10-25T11:55:40Z,A Sunday message from Pastor Tim Douglass – we hope you are challenged & inspired!,2724807,2724807,all,Religion & Spirituality,2,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church london faith jesus ""tim douglass""",TRUE,1147573972,soundcloud:tracks:1147573972,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1147573972,https://i1.sndcdn.com/artworks-HGknygP53ifYWPJC-kw8MTg-large.jpg,2021-10-25T11:55:39Z,finished,single-track,https://wave.sndcdn.com/ShR5nK5v2n42_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1147396132,Brick By Brick - Tim Douglass,brick-by-brick-tim-douglass,https://soundcloud.com/hillsong-church-london/brick-by-brick-tim-douglass,2021-10-25T01:08:10Z,2021-10-25T01:08:11Z,A Sunday message from Pastor Tim Douglass – we hope you are challenged & inspired!,2658299,2658299,all,Religion & Spirituality,3,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""tim douglass""",TRUE,1147396132,soundcloud:tracks:1147396132,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1147396132,https://i1.sndcdn.com/artworks-oqW5ieJUoaEy9F9x-B3fMmw-large.jpg,2021-10-25T01:08:10Z,finished,single-track,https://wave.sndcdn.com/m6UPoCosNAPn_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1141104115,The Light Of The World - Nicola Douglass,the-light-of-the-world-nicola-douglass,https://soundcloud.com/hillsong-church-london/the-light-of-the-world-nicola-douglass,2021-10-13T13:47:20Z,2021-10-13T13:47:20Z,A Sunday message from Pastor Nicola Douglass – we hope you are challenged & inspired!,2308467,2308467,all,Religion & Spirituality,5,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""nicola douglass""",TRUE,1141104115,soundcloud:tracks:1141104115,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1141104115,https://i1.sndcdn.com/artworks-9bULCu09p0FKqRiu-raVzKA-large.jpg,2021-10-13T13:47:20Z,finished,single-track,https://wave.sndcdn.com/aJFmtgiTjeQl_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1140588424,Seek First The Kingdom - Andrew Denton,seek-first-the-kingdom-andrew-denton,https://soundcloud.com/hillsong-church-london/seek-first-the-kingdom-andrew-denton,2021-10-12T14:35:54Z,2021-10-12T14:35:55Z,A Sunday message from guest Pastor Andrew Denton – we hope you are challenged & inspired!,1702896,1702896,all,Religion & Spirituality,2,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""andrew denton""",TRUE,1140588424,soundcloud:tracks:1140588424,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1140588424,https://i1.sndcdn.com/artworks-zyyh7qGy6Eu6cGsA-w2Xrbw-large.jpg,2021-10-12T14:35:54Z,finished,single-track,https://wave.sndcdn.com/TEZm1iqoxjlc_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1131895306,Jesus Is The Life - Robby Lewis,jesus-is-the-life-robby-lewis,https://soundcloud.com/hillsong-church-london/jesus-is-the-life-robby-lewis,2021-09-27T15:10:04Z,2021-09-27T15:12:17Z,A Sunday message from Robby Lewis – we hope you are challenged & inspired!,2498769,2498769,all,Religion & Spirituality,3,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""robby lewis""",TRUE,1131895306,soundcloud:tracks:1131895306,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1131895306,https://i1.sndcdn.com/artworks-JAzVyo2juquh2Jzg-chKIwA-large.jpg,2021-09-27T15:10:04Z,finished,single-track,https://wave.sndcdn.com/h7wGvB4QwUqZ_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1128016720,Jesus Is The Truth - Tim Douglass,jesus-is-the-truth-tim-douglass,https://soundcloud.com/hillsong-church-london/jesus-is-the-truth-tim-douglass,2021-09-20T16:05:30Z,2021-09-20T16:05:30Z,A Sunday message from Pastor Tim Douglass – we hope you are challenged & inspired!,2302093,2302093,all,Religion & Spirituality,4,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""tim douglass""",TRUE,1128016720,soundcloud:tracks:1128016720,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1128016720,https://i1.sndcdn.com/artworks-BO3VwXnrlAfGQbFS-sFSxeA-large.jpg,2021-09-20T16:05:30Z,finished,single-track,https://wave.sndcdn.com/6jm2rKqBbXZm_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1123911082,Jesus Is The Way - Tim Douglass,jesus-is-the-way-tim-douglass,https://soundcloud.com/hillsong-church-london/jesus-is-the-way-tim-douglass,2021-09-13T15:00:27Z,2021-09-13T15:00:28Z,A Sunday message from Pastor Tim Douglass – we hope you are challenged & inspired!,2181407,2181407,all,Religion & Spirituality,4,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""tim douglass""",TRUE,1123911082,soundcloud:tracks:1123911082,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1123911082,https://i1.sndcdn.com/artworks-09X5FMzsFNpPSMax-JsIAOA-large.jpg,2021-09-13T15:00:27Z,finished,single-track,https://wave.sndcdn.com/az7FlOFSlsoT_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1119636577,Come To The Waters - Brian Houston,come-to-the-waters-brian-houston,https://soundcloud.com/hillsong-church-london/come-to-the-waters-brian-houston,2021-09-06T10:17:41Z,2021-09-06T10:17:41Z,A Sunday message from our Senior Pastor Brian Houston - we hope you are challenged & inspired.,2032248,2032248,all,Religion & Spirituality,2,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church london faith jesus ""brian houston""",TRUE,1119636577,soundcloud:tracks:1119636577,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1119636577,https://i1.sndcdn.com/artworks-d2zfKtpBzOyyWJY1-ZSIFQQ-large.jpg,2021-09-06T10:17:41Z,finished,single-track,https://wave.sndcdn.com/QDxwuL7qY967_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
1119633049,The Wedding - Nicola Douglass,the-wedding-nicola-douglass,https://soundcloud.com/hillsong-church-london/the-wedding-nicola-douglass,2021-09-06T10:10:39Z,2021-09-06T10:10:40Z,A Sunday message from Pastor Nicola Douglass – we hope you are challenged & inspired!,961776,961776,all,Religion & Spirituality,1,TRUE,0,FALSE,0,142679120,all-rights-reserved,public,"hillsong church London faith jesus ""nicola douglass""",TRUE,1119633049,soundcloud:tracks:1119633049,None,None,TRUE,None,None,None,None,https://api.soundcloud.com/tracks/1119633049,https://i1.sndcdn.com/artworks-e3JW06g7ZfCe7L6h-3Ne8dg-large.jpg,2021-09-06T10:10:39Z,finished,single-track,https://wave.sndcdn.com/JF4f9eKzaKTb_m.json,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjg5MDIyMX0.2ENQZ4rfQw31JDNufVBWwlv-QvELZP2uSj_w--b1b3o,NOT_APPLICABLE,ALLOW
